
	Python anaconda is now loaded in your environment.

Preparing directory /jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=8e-06_swastart=176.0_swalr=0.01/
Using model PreResNet110
Loading ImageNet32 from /jmain01/home/JAD017/sjr02/dxg49-sjr02/curvature/data/
You are going to run models on the test set. Are you sure?
Using train (1281167) + test (50000)
Preparing model
{'depth': 110}
SWAG training
----  --------  ---------  --------  ---------  --------  -------------  ------------
  25    0.1000     2.3858   46.3188     2.7367   40.9320      1078.5142        0.0214
  26    0.1000     2.3769   46.4780     2.7156   41.4760      1077.3599        0.0214
  27    0.1000     2.3686   46.6073     2.6826   41.8160      1076.4090        0.0214
  28    0.1000     2.3614   46.7439     2.6858   42.0460      1078.4811        0.0214
  29    0.1000     2.3566   46.8307     2.6643   42.0380      1078.3410        0.0214
  30    0.1000     2.3502   46.9027     2.6775   41.9340      1078.4083        0.0214
  31    0.1000     2.3429   47.0435     2.7092   41.4260      1076.5798        0.0214
  32    0.1000     2.3379   47.1930     2.6686   42.3640      1077.4226        0.0214
  33    0.1000     2.3324   47.2723     2.6369   42.3520      1078.1460        0.0214
  34    0.1000     2.3272   47.3222     2.7599   40.6740      1077.1553        0.0214
  35    0.1000     2.3224   47.4513     2.6720   41.7460      1076.6626        0.0214
  36    0.1000     2.3171   47.5246     2.6637   42.2340      1079.2499        0.0214
  37    0.1000     2.3135   47.5632     2.6791   41.7640      1078.0573        0.0214
  38    0.1000     2.3091   47.6354     2.6135   42.9500      1077.7444        0.0214
  39    0.1000     2.3044   47.7352     2.6638   42.4940      1077.7995        0.0214
  40    0.1000     2.3009   47.8089     2.6402   42.5120      1078.8174        0.0214
----  --------  ---------  --------  ---------  --------  -------------  ------------
  ep        lr    tr_loss    tr_acc    te_loss    te_acc    swa_te_loss    swa_tr_acc
----  --------  ---------  --------  ---------  --------  -------------  ------------
  41    0.1000     2.2972   47.8488     2.6433   42.5540      1076.4932        0.0214
  42    0.1000     2.2946   47.8704     2.6342   42.6000      1076.7646        0.0214
  43    0.1000     2.2886   48.0561     2.6240   42.7220      1076.1790        0.0214
  44    0.1000     2.2860   48.0569     2.7701   40.9720      1075.8689        0.0214
  45    0.1000     2.2837   48.1084     2.6651   42.3580      1077.2732        0.0214
  46    0.1000     2.2784   48.2128     2.5722   43.6280      1077.7339        0.0214
  47    0.1000     2.2762   48.2750     2.6221   42.8580      1078.0556        0.0214
  48    0.1000     2.2748   48.2839     2.6558   42.3880      1076.9843        0.0214
  49    0.1000     2.2700   48.3281     2.6411   42.3700      1076.1986        0.0214
  50    0.1000     2.2671   48.4152     2.6222   42.9960      1078.0765        0.0214
  51    0.1000     2.2653   48.4251     2.6306   42.8100      1078.1659        0.0214
  52    0.1000     2.2621   48.5361     2.6614   42.3240      1078.4802        0.0214
  53    0.1000     2.2615   48.4965     2.6403   42.8600      1078.5471        0.0214
  54    0.1000     2.2586   48.5175     2.6346   43.1700      1079.8564        0.0214
  55    0.1000     2.2549   48.6286     2.5897   43.2460      1079.2619        0.0214
  56    0.1000     2.2528   48.6849     2.6566   42.3240      1078.2234        0.0214
  57    0.1000     2.2503   48.6887     2.5895   43.6360      1077.6832        0.0214
  58    0.1000     2.2501   48.6944     2.6052   43.1620      1078.3182        0.0214
  59    0.1000     2.2467   48.7591     2.5752   43.6660      1079.1028        0.0214
  60    0.1000     2.2448   48.7979     2.6699   42.3580      1078.3198        0.0214
  61    0.1000     2.2421   48.8569     2.8065   39.9620      1077.5048        0.0214
  62    0.1000     2.2396   48.9096     2.5822   43.7320      1079.5082        0.0214
  63    0.1000     2.2381   48.9125     2.5774   43.5620      1076.7590        0.0214
  64    0.1000     2.2368   48.9199     2.6025   43.3320      1076.0494        0.0214
  65    0.1000     2.2347   49.0239     2.5471   43.9260      1076.9409        0.0214
  66    0.1000     2.2313   49.0742     2.5898   43.8100      1078.0397        0.0214
  67    0.1000     2.2304   49.1009     2.5939   42.9220      1076.4899        0.0214
  68    0.1000     2.2300   49.0557     2.5668   43.7360      1078.5046        0.0214
  69    0.1000     2.2274   49.1290     2.7290   41.2900      1079.3428        0.0214
  70    0.1000     2.2272   49.0984     2.6355   42.7440      1103.7021        0.0214
  71    0.1000     2.2248   49.1825     2.5999   43.0480      1103.4414        0.0214
  72    0.1000     2.2231   49.1812     2.6189   43.4340      1078.3315        0.0214
  73    0.1000     2.2220   49.1810     2.5559   44.0780      1081.8351        0.0214
  74    0.1000     2.2194   49.1994     2.5938   43.2500      1076.6216        0.0214
  75    0.1000     2.2195   49.2359     2.5922   43.2400      1078.0048        0.0214
  76    0.1000     2.2171   49.2844     2.5806   43.9360      1079.6529        0.0214
  77    0.1000     2.2162   49.3204     2.5452   44.1860      1077.0914        0.0214
  78    0.1000     2.2140   49.3267     2.7149   41.4780      1076.7355        0.0214
  79    0.1000     2.2119   49.3975     2.5734   43.8180      1074.9221        0.0214
  80    0.1000     2.2107   49.4026     2.5809   43.6180      1057.9498        0.0214
----  --------  ---------  --------  ---------  --------  -------------  ------------
  ep        lr    tr_loss    tr_acc    te_loss    te_acc    swa_te_loss    swa_tr_acc
----  --------  ---------  --------  ---------  --------  -------------  ------------
  81    0.1000     2.2088   49.4807     2.6106   43.4860      1058.8268        0.0214
  82    0.1000     2.2070   49.4350     2.6083   43.4280      1057.4473        0.0214
  83    0.1000     2.2073   49.4829     2.5846   43.6880      1071.5358        0.0214
  84    0.1000     2.2050   49.4996     2.5205   44.6700      1072.2868        0.0214
  85    0.1000     2.2056   49.5022     2.5572   44.2520      1074.2834        0.0214
  86    0.1000     2.2036   49.5110     2.5583   44.1980      1103.9901        0.0214
  87    0.1000     2.2014   49.5933     2.5483   44.1480      1104.8015        0.0214
  88    0.1000     2.2017   49.5992     2.6620   42.6560      1101.1979        0.0214
  89    0.1000     2.1989   49.6177     2.5366   44.6060      1102.6538        0.0214
  90    0.0987     2.1935   49.7109     2.5363   44.3840      1103.1587        0.0214
  91    0.0974     2.1862   49.8597     2.5728   43.6260      1101.9682        0.0214
  92    0.0962     2.1815   49.9913     2.5442   44.3960      1100.5288        0.0214
  93    0.0949     2.1737   50.0676     2.5833   43.8080      1103.7642        0.0214
  94    0.0936     2.1674   50.2346     2.5747   43.7320      1106.5696        0.0214
  95    0.0923     2.1622   50.2703     2.5316   44.6840      1103.7458        0.0214
  96    0.0911     2.1557   50.4446     2.5022   45.0120      1101.5556        0.0214
  97    0.0898     2.1498   50.5657     2.4853   45.3400      1101.0249        0.0214
  98    0.0885     2.1446   50.6009     2.5695   44.3800      1101.5517        0.0214
  99    0.0872     2.1382   50.7695     2.5027   44.7700      1101.6189        0.0214
 100    0.0859     2.1316   50.8895     2.4900   45.1940      1104.8338        0.0214
 101    0.0847     2.1283   50.9520     2.5127   44.8260      1104.1177        0.0214
 102    0.0834     2.1202   51.0824     2.5100   44.9920      1102.5459        0.0214
 103    0.0821     2.1140   51.2334     2.4796   45.3820      1104.4001        0.0214
 104    0.0808     2.1094   51.2842     2.5260   44.9860      1102.1391        0.0214
 105    0.0795     2.1016   51.4475     2.6884   42.1240      1102.1572        0.0214
 106    0.0783     2.0981   51.4886     2.4803   45.7280      1101.0999        0.0214
 107    0.0770     2.0910   51.6015     2.4829   45.3260      1101.9278        0.0214
 108    0.0757     2.0844   51.7843     2.5180   44.8720      1102.5459        0.0214
 109    0.0744     2.0770   51.8875     2.4701   45.8000      1104.8699        0.0214
 110    0.0732     2.0704   51.9971     2.4378   46.4180      1102.5155        0.0214
 111    0.0719     2.0665   52.0480     2.4343   45.9400      1101.4208        0.0214
 112    0.0706     2.0599   52.2675     2.4493   46.1840      1100.7306        0.0214
 113    0.0693     2.0532   52.3213     2.4708   45.6820      1102.1374        0.0214
 114    0.0680     2.0447   52.4886     2.4403   46.1460      1102.0263        0.0214
 115    0.0668     2.0397   52.6216     2.4308   46.4620      1103.8353        0.0214
 116    0.0655     2.0321   52.7138     2.4473   46.0880      1105.9700        0.0214
 117    0.0642     2.0275   52.8047     2.4815   45.6880      1106.0555        0.0214
 118    0.0629     2.0171   53.0172     2.4170   46.8800      1103.7476        0.0214
 119    0.0616     2.0122   53.1030     2.4059   46.7380      1103.6146        0.0214
 120    0.0604     2.0056   53.2427     2.3824   47.2620      1102.0971        0.0214
----  --------  ---------  --------  ---------  --------  -------------  ------------
  ep        lr    tr_loss    tr_acc    te_loss    te_acc    swa_te_loss    swa_tr_acc
----  --------  ---------  --------  ---------  --------  -------------  ------------
 121    0.0591     1.9966   53.4136     2.4279   46.6700      1102.7774        0.0214
 122    0.0578     1.9899   53.5024     2.3749   47.5620      1102.3910        0.0214
 123    0.0565     1.9835   53.6631     2.3889   47.1560      1103.5258        0.0214
 124    0.0553     1.9756   53.7995     2.3834   47.3460      1105.1795        0.0214
 125    0.0540     1.9686   53.9658     2.3817   47.4640      1102.5384        0.0214
 126    0.0527     1.9601   54.0972     2.3919   47.3840      1101.3481        0.0214
 127    0.0514     1.9529   54.2095     2.3757   47.5060      1100.2031        0.0214
 128    0.0501     1.9443   54.3539     2.3477   47.9560      1103.1176        0.0214
 129    0.0489     1.9378   54.5580     2.4214   46.4060      1102.3579        0.0214
 130    0.0476     1.9279   54.7392     2.3678   47.5180      1103.9263        0.0214
 131    0.0463     1.9205   54.8368     2.3814   47.3960      1103.8983        0.0214
 132    0.0450     1.9102   55.0902     2.3512   47.8720      1103.3609        0.0214
 133    0.0438     1.9035   55.1944     2.3660   47.7560      1102.8498        0.0214
 134    0.0425     1.8945   55.3601     2.3361   48.0660      1102.2733        0.0214
 135    0.0412     1.8846   55.5566     2.3125   48.6200      1103.5707        0.0214
 136    0.0399     1.8766   55.7427     2.3064   48.8040      1106.1524        0.0214
 137    0.0386     1.8662   55.9492     2.3122   48.8560      1115.7952        0.0214
 138    0.0374     1.8569   56.0859     2.2910   49.4700      1113.3309        0.0214
 139    0.0361     1.8471   56.3151     2.2882   49.1800      1115.3547        0.0214
 140    0.0348     1.8370   56.5293     2.2976   48.8580      1114.1793        0.0214
 141    0.0335     1.8274   56.7107     2.2752   49.4060      1114.1172        0.0214
 142    0.0322     1.8153   56.8963     2.2847   49.0900      1114.1778        0.0214
 143    0.0310     1.8055   57.0895     2.2880   49.3220      1111.1714        0.0214
 144    0.0297     1.7940   57.3309     2.2415   50.1080      1112.0911        0.0214
 145    0.0284     1.7828   57.5610     2.2472   50.2040      1113.1448        0.0214
 146    0.0271     1.7710   57.7973     2.2632   50.0500      1109.9159        0.0214
 147    0.0259     1.7586   58.0284     2.2567   49.7500      1124.2103        0.0214
 148    0.0246     1.7458   58.2826     2.2410   50.2260      1125.7533        0.0214
 149    0.0233     1.7328   58.6020     2.2214   50.3940      1127.8053        0.0214
 150    0.0220     1.7193   58.8015     2.2348   50.3240      1125.3603        0.0214
 151    0.0207     1.7040   59.1410     2.2118   50.7040      1126.9464        0.0214
 152    0.0195     1.6902   59.4088     2.2315   50.6660      1126.0252        0.0214
 153    0.0182     1.6749   59.7258     2.1770   51.4480      1128.8983        0.0214
 154    0.0169     1.6600   60.0353     2.1973   51.3540      1129.0100        0.0214
 155    0.0156     1.6422   60.4023     2.1717   51.7880      1125.4013        0.0214
 156    0.0143     1.6255   60.7409     2.1582   52.1240      1125.4434        0.0214
 157    0.0131     1.6080   61.0862     2.1463   52.2160      1124.3233        0.0214
 158    0.0118     1.5896   61.4929     2.1599   51.9960      1126.0194        0.0214
 159    0.0105     1.5705   61.8916     2.1404   52.3960      1126.6401        0.0214
 160    0.0100     1.5601   62.0993     2.1364   52.5540      1127.3363        0.0214
----  --------  ---------  --------  ---------  --------  -------------  ------------
  ep        lr    tr_loss    tr_acc    te_loss    te_acc    swa_te_loss    swa_tr_acc
----  --------  ---------  --------  ---------  --------  -------------  ------------
 161    0.0100     1.5597   62.1045     2.1394   52.3780      1126.8758        0.0214
 162    0.0100     1.5572   62.1362     2.1491   52.5020      1106.3601        0.0214
 163    0.0100     1.5580   62.0613     2.1315   52.4900      1106.0469        0.0214
 164    0.0100     1.5572   62.1204     2.1572   52.3380      1107.3113        0.0214
 165    0.0100     1.5569   62.0971     2.1545   52.1840      1106.4933        0.0214
 166    0.0100     1.5562   62.1268     2.1497   52.2800      1104.7131        0.0214
 167    0.0100     1.5574   62.0682     2.1669   52.1680      1106.4891        0.0214
 168    0.0100     1.5570   62.0679     2.1510   52.3880      1104.2369        0.0214
 169    0.0100     1.5565   62.0677     2.1664   52.3140      1101.9751        0.0214
 170    0.0100     1.5572   62.0338     2.1855   51.8760      1113.2267        0.0214
 171    0.0100     1.5571   62.0893     2.1548   52.1080      1113.2442        0.0214
 172    0.0100     1.5566   62.0581     2.1775   51.7900      1113.2336        0.0214
 173    0.0100     1.5584   62.0168     2.1743   51.8180      1113.8082        0.0214
 174    0.0100     1.5581   62.0551     2.1633   52.0120      1115.0124        0.0214
 175    0.0100     1.5575   62.0398     2.1732   52.0720      1112.3305        0.0214
 176    0.0100     1.5591   61.9946     2.1685   52.1200         2.1526       62.9487       52.4460  1112.9867       0.0214
 177    0.0100     1.5606   61.9536     2.2033   51.6280         2.0981       64.5328       53.4900  1106.3569       0.0267
 178    0.0100     1.5626   61.8892     2.1762   52.0140         2.0758       65.0907       53.7000  1107.9094       0.0267
 179    0.0100     1.5671   61.8296     2.1665   51.9740         2.0674       65.3731       53.9800  1104.3753       0.0267
 180    0.0100     1.5689   61.7951     2.1827   51.7240         2.0606       65.5402       54.0160  1106.7927       0.0267
 181    0.0100     1.5726   61.6707     2.1687   51.9920         2.0531       65.6930       54.1860  1105.6256       0.0267
 182    0.0100     1.5755   61.5935     2.1599   52.1080         2.0581       65.7415       54.1040  1110.8109       0.0267
 183    0.0100     1.5781   61.6089     2.2058   51.4420         2.0513       65.8400       54.1740  1106.2472       0.0267
 184    0.0100     1.5821   61.4458     2.1774   51.7920         2.0522       65.8767       54.2760  1106.6052       0.0267
 185    0.0100     1.5855   61.4032     2.1828   51.6780         2.0455       65.9306       54.2820  1110.7665       0.0267
 186    0.0100     1.5877   61.3402     2.2016   51.4540         2.0439       65.9574       54.3460  1105.2723       0.0267
 187    0.0100     1.5907   61.3134     2.1878   51.3600         2.0413       66.0210       54.4860  1110.4820       0.0267
 188    0.0100     1.5935   61.2293     2.2072   50.9720         2.0411       66.0357       54.3600  1106.3287       0.0267
 189    0.0100     1.5986   61.1146     2.1834   51.3580         2.0421       66.0406       54.4360  1105.4455       0.0267
 190    0.0100     1.6000   61.0545     2.1731   51.6900         2.0416       66.0944       54.3260  1104.4952       0.0267
 191    0.0100     1.6040   61.0158     2.1878   51.7980         2.0414       66.0720       54.3680  1105.6098       0.0267
 192    0.0100     1.6058   60.9750     2.1854   51.5960         2.0359       66.1279       54.4640  1107.6904       0.0267
 193    0.0100     1.6069   60.9529     2.1993   51.1120         2.0318       66.1372       54.6580  1107.1358       0.0267
 194    0.0100     1.6122   60.8241     2.1787   51.2560         2.0329       66.1043       54.3960  1110.7218       0.0267
 195    0.0100     1.6136   60.8030     2.1874   51.2180         2.0348       66.1074       54.5120  1109.5898       0.0267
 196    0.0100     1.6161   60.7315     2.2097   51.0860         2.0322       66.1146       54.4580  1109.6387       0.0267
 197    0.0100     1.6184   60.7126     2.2212   50.8000         2.0346       66.1676       54.4740  1105.2541       0.0267
 198    0.0100     1.6215   60.6846     2.1968   51.3060         2.0329       66.1311       54.5160  1107.9215       0.0267
 199    0.0100     1.6235   60.6120     2.2246   50.5780         2.0350       66.1820       54.5140  1106.0105       0.0267
 200    0.0100     1.6270   60.5166     2.1849   51.4680         2.0315       66.1418       54.6220  1106.7076       0.0267
----  --------  ---------  --------  ---------  --------  -------------  ------------  ------------  ---------  -----------
  ep        lr    tr_loss    tr_acc    te_loss    te_acc    swa_te_loss    swa_tr_acc    swa_te_acc       time    mem_usage
----  --------  ---------  --------  ---------  --------  -------------  ------------  ------------  ---------  -----------
 201    0.0100     1.6284   60.4862     2.1932   51.2240         2.0291       66.1385       54.6640  1104.0878       0.0267
 202    0.0100     1.6304   60.4436     2.1965   51.1700         2.0243       66.1855       54.6380  1106.6540       0.0267
 203    0.0100     1.6331   60.4300     2.1917   51.2300         2.0273       66.1760       54.5620  1108.9258       0.0267
 204    0.0100     1.6345   60.3679     2.2011   51.1940         2.0258       66.1763       54.6840  1108.2383       0.0267
 205    0.0100     1.6367   60.3232     2.2008   51.1880         2.0231       66.1744       54.7020  1108.7905       0.0267
 206    0.0100     1.6377   60.2891     2.2160   50.9200         2.0240       66.1796       54.6800  1105.5560       0.0267
 207    0.0100     1.6414   60.2573     2.2080   50.9940         2.0288       66.2166       54.6980  1108.9306       0.0267
 208    0.0100     1.6418   60.2541     2.2324   50.8400         2.0274       66.1909       54.6320  1106.4608       0.0267
 209    0.0100     1.6444   60.1488     2.2263   50.7960         2.0245       66.2078       54.5860  1108.5507       0.0267
 210    0.0100     1.6453   60.1087     2.2339   50.5660         2.0241       66.1524       54.7020  1108.0758       0.0267
 211    0.0100     1.6464   60.1080     2.2082   50.9100         2.0238       66.2102       54.7620  1105.3804       0.0267
 212    0.0100     1.6501   60.0678     2.2458   50.3540         2.0214       66.1880       54.7120  1104.6980       0.0267
 213    0.0100     1.6508   60.0028     2.2283   50.3660         2.0318       66.1879       54.5540  1104.3533       0.0267
 214    0.0100     1.6518   60.0718     2.1975   51.0880         2.0241       66.1741       54.7000  1107.4868       0.0267
 215    0.0100     1.6534   60.0331     2.2091   50.8360         2.0233       66.1488       54.6660  1103.7886       0.0267
 216    0.0100     1.6548   59.9047     2.2097   50.8620         2.0205       66.1400       54.7420  1105.6815       0.0267
 217    0.0100     1.6551   59.9343     2.2076   51.0740         2.0193       66.1643       54.5920  1109.9386       0.0267
 218    0.0100     1.6567   59.9091     2.2013   51.0940         2.0227       66.1733       54.7740  1105.5750       0.0267
 219    0.0100     1.6572   59.9299     2.2092   50.6920         2.0164       66.1893       54.7560  1102.6414       0.0267
 220    0.0100     1.6586   59.8870     2.2087   50.6660         2.0162       66.1769       54.8080  1105.9602       0.0267
 221    0.0100     1.6598   59.8238     2.2099   50.6740         2.0161       66.2165       54.7700  1107.9185       0.0267
 222    0.0100     1.6610   59.8525     2.2245   50.6980         2.0222       66.1737       54.7540  1106.5723       0.0267
 223    0.0100     1.6616   59.7922     2.2277   50.7480         2.0182       66.1208       54.5960  1108.2030       0.0267
 224    0.0100     1.6624   59.8160     2.2452   50.2300         2.0186       66.1803       54.6460  1104.3806       0.0267
 225    0.0100     1.6638   59.7484     2.2092   50.7100         2.0227       66.1676       54.7240  1108.2059       0.0267
Preparing directory /jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=8e-06_swastart=176.0_swalr=0.05/
Using model PreResNet110
Loading ImageNet32 from /jmain01/home/JAD017/sjr02/dxg49-sjr02/curvature/data/
You are going to run models on the test set. Are you sure?
Using train (1281167) + test (50000)
Preparing model
{'depth': 110}
SWAG training
Resume training from /jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=8e-6_swastart=176_swalr=0.01/checkpoint-00175.pt
Traceback (most recent call last):
  File "../run_swag.py", line 117, in <module>
    checkpoint = torch.load(args.resume)
  File "/jmain01/home/JAD017/sjr02/dxg49-sjr02/.conda/envs/diegorubin/lib/python3.7/site-packages/torch/serialization.py", line 419, in load
    f = open(f, 'rb')
FileNotFoundError: [Errno 2] No such file or directory: '/jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=8e-6_swastart=176_swalr=0.01/checkpoint-00175.pt'
Preparing directory /jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=0.0_swastart=176.0_swalr=0.01/
Using model PreResNet110
Loading ImageNet32 from /jmain01/home/JAD017/sjr02/dxg49-sjr02/curvature/data/
You are going to run models on the test set. Are you sure?
Using train (1281167) + test (50000)
Preparing model
{'depth': 110}
SWAG training
Resume training from /jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=8e-6_swastart=176_swalr=0.01/checkpoint-00175.pt
Traceback (most recent call last):
  File "../run_swag.py", line 117, in <module>
    checkpoint = torch.load(args.resume)
  File "/jmain01/home/JAD017/sjr02/dxg49-sjr02/.conda/envs/diegorubin/lib/python3.7/site-packages/torch/serialization.py", line 419, in load
    f = open(f, 'rb')
FileNotFoundError: [Errno 2] No such file or directory: '/jmain01/home/JAD017/sjr02/dxg49-sjr02/kfac-curvature/out/ImageNet32/PreResNet110/SWA/lr=0.1_wd=8e-6_swastart=176_swalr=0.01/checkpoint-00175.pt'
